Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
4903,102,55,6,0
4904,92,50,7,0
4905,136,50,6,5
4906,26,45,7,0
4907,146,49,6,0
4908,146,49,6,5
4909,140,56,7,6
4910,150,55,6,1
4911,88,58,8,0
4912,44,58,9,0
4913,88,50,7,0
4914,134,45,6,0
4915,148,54,6,1
4916,28,44,7,7
4917,102,55,7,0
4918,84,44,6,0
4919,46,55,8,0
4920,30,45,8,1
4921,150,55,6,0
4922,132,44,5,1
4923,48,54,8,3
4924,36,50,8,1
4925,138,51,6,1
4926,88,50,7,0
4927,82,45,6,1
4928,-66,47,8,0
4929,92,58,8,0
4930,136,50,6,2
4931,134,45,6,0
4932,96,56,7,5
4933,138,49,7,1
4934,152,54,6,0
4935,134,45,6,5
4936,46,55,7,0
4937,130,45,6,1
4938,98,55,7,0
4939,136,44,5,0
4940,92,56,7,6
4941,148,54,5,5
4942,136,44,5,0
4943,94,55,7,5
4944,134,45,6,0
4945,152,54,6,0
4946,136,44,5,0
4947,100,54,6,0
4948,86,45,7,0
4949,146,57,7,0
4950,90,57,8,0
4951,-8,54,9,0
4952,134,45,5,0
4953,100,56,6,0
4954,-6,55,9,0
4955,82,45,7,0
4956,48,56,7,0
4957,86,49,7,5
4958,92,56,7,1
4959,90,49,7,0
4960,98,55,6,0
4961,134,45,6,0
4962,150,55,6,0
4963,-26,45,8,0
4964,96,56,6,0
4965,-2,55,9,0
4966,82,43,6,0
4967,134,45,6,0
4968,46,55,8,5
4969,136,50,6,1
4970,-24,50,9,6
4971,90,51,7,0
4972,86,51,7,9
4973,82,45,7,0
4974,50,57,9,0
4975,52,54,8,0
4976,26,45,7,0
4977,98,55,7,0
4978,84,50,5,5
4979,-20,52,8,1
4980,42,49,7,0
4981,102,55,7,0
4982,134,45,6,0
4983,-6,55,9,1
4984,92,50,7,0
4985,134,45,6,0
4986,96,56,7,0
4987,152,54,6,0
4988,142,51,6,0
4989,78,45,7,1
4990,48,56,6,0
4991,52,62,8,6
4992,134,45,6,0
4993,142,49,7,5
4994,146,49,6,0
4995,148,56,5,0
4996,90,49,6,0
4997,98,55,7,1
4998,86,59,8,0
4999,138,51,6,0
5000,140,50,6,0
5001,140,50,6,0
5002,88,52,7,0
5003,98,55,7,0
5004,84,44,6,0
5005,152,54,6,0
5006,30,53,8,1
5007,90,49,7,0
5008,152,54,6,0
5009,78,45,6,0
5010,138,49,7,1
5011,96,56,7,5
5012,156,62,7,0
5013,80,44,6,1
5014,96,54,7,0
5015,136,44,5,0
5016,94,57,7,0
5017,46,57,8,2
5018,98,55,6,0
5019,30,45,7,0
5020,100,54,7,0
5021,136,44,5,0
5022,40,54,8,1
5023,130,51,6,6
5024,80,44,6,0
5025,148,56,6,0
5026,144,56,5,0
5027,96,62,7,6
5028,36,52,7,0
5029,94,55,7,1
5030,28,44,6,0
5031,96,54,7,1
5032,28,44,6,5
5033,150,57,7,5
5034,100,54,6,0
5035,38,53,8,0
5036,94,55,5,10
5037,30,43,6,0
5038,134,45,6,0
5039,100,54,7,5
5040,140,50,6,0
5041,134,45,6,0
5042,90,49,7,0
5043,-56,54,10,0
5044,26,45,8,1
5045,102,57,8,0
5046,100,56,7,0
5047,-172,46,9,4
5048,84,44,6,0
5049,98,55,7,7
5050,132,44,5,1
5051,146,55,6,5
5052,36,58,9,0
5053,138,51,6,0
5054,26,45,8,0
5055,42,55,8,5
5056,38,51,8,1
5057,30,53,8,1
5058,146,49,6,0
5059,94,57,8,1
5060,94,55,7,0
5061,88,50,6,0
5062,84,50,6,2
5063,132,44,5,1
5064,96,54,7,1
5065,80,44,5,1
5066,152,62,7,1
5067,28,44,7,8
5068,100,54,7,0
5069,82,45,7,0
5070,0,62,10,0
5071,140,58,7,2
5072,140,50,6,0
5073,92,50,7,0
5074,140,50,6,0
5075,36,50,7,0
5076,88,50,7,0
5077,92,50,6,0
5078,-14,53,10,0
5079,152,54,6,0
5080,86,51,6,1
5081,82,45,6,0
5082,150,55,6,0
5083,140,50,6,0
5084,-24,44,8,4
5085,98,55,7,0
5086,134,45,6,0
5087,94,49,7,0
5088,100,56,7,0
5089,-8,56,7,0
5090,42,55,5,0
5091,134,45,6,0
5092,104,54,7,5
5093,80,44,5,0
5094,104,62,7,0
5095,140,52,6,0
5096,92,56,7,2
5097,146,49,6,0
5098,42,55,8,5
5099,134,51,6,1
5100,82,51,7,5
5101,140,50,6,0
5102,140,50,6,0
5103,138,51,6,0
5104,134,45,6,0
5105,134,49,7,1
5106,52,62,8,0
5107,140,50,6,0
5108,30,53,8,4
5109,46,55,8,0
5110,132,44,5,1
5111,-60,54,10,1
5112,84,52,8,1
5113,-2,55,7,5
5114,130,45,6,1
5115,44,56,8,8
5116,96,56,7,0
5117,54,63,7,0
5118,36,50,6,1
5119,80,44,6,0
5120,90,49,8,0
5121,148,56,6,0
5122,-6,55,8,0
5123,84,52,7,1
5124,152,54,6,0
5125,134,45,5,0
5126,142,49,6,1
5127,148,56,6,5
5128,152,54,6,0
5129,134,45,6,0
5130,-14,49,9,0
5131,48,54,8,0
5132,136,44,5,0
5133,86,49,7,5
5134,90,49,7,0
5135,94,55,6,1
5136,136,44,5,0
5137,94,57,6,6
5138,160,62,7,0
5139,128,44,5,2
5140,44,54,8,0
5141,78,45,6,1
5142,138,49,6,6
5143,92,56,6,0
5144,150,63,7,0
5145,84,52,6,5
5146,54,63,9,0
5147,138,51,6,0
5148,28,42,6,0
5149,88,50,6,0
5150,80,44,6,0
5151,150,55,6,0
5152,30,53,7,0
5153,46,55,8,0
5154,134,45,6,0
5155,152,62,7,1
5156,130,45,6,1
5157,100,54,7,0
5158,40,50,8,0
5159,134,45,6,0
5160,146,55,7,0
5161,136,50,6,1
5162,80,44,6,0
5163,98,55,7,2
5164,134,45,6,0
5165,148,56,6,5
5166,-8,54,7,0
5167,40,50,7,0
5168,84,50,8,0
5169,130,45,6,1
5170,100,54,7,0
5171,134,45,6,0
5172,-6,57,8,0
5173,96,54,8,5
5174,80,50,7,1
5175,140,52,6,0
5176,150,57,7,0
5177,100,54,7,0
5178,34,45,7,0
5179,-4,56,7,0
5180,94,57,7,0
5181,102,65,9,2
5182,96,56,7,0
5183,150,55,6,0
5184,136,50,6,5
5185,136,44,5,0
5186,146,49,6,0
5187,152,54,6,0
5188,136,44,5,0
5189,102,55,7,0
5190,88,50,7,4
5191,144,50,6,0
5192,144,58,7,0
5193,134,45,6,0
5194,156,62,7,1
5195,26,43,6,0
5196,86,51,7,0
5197,88,50,6,0
5198,140,50,6,0
5199,80,44,5,0
5200,-56,56,9,0
5201,42,49,8,0
5202,46,55,7,0
5203,30,45,7,0
5204,150,57,7,0
5205,100,54,7,1
5206,34,45,8,0
5207,56,62,8,0
5208,140,50,6,0
5209,130,45,6,5
5210,96,54,6,5
5211,90,51,7,0
5212,78,45,7,1
5213,-4,54,9,0
5214,36,50,7,0
5215,136,50,6,1
5216,32,50,7,2
5217,-20,50,8,0
5218,84,50,7,0
5219,132,44,5,5
5220,98,55,8,0
5221,84,52,7,0
5222,90,49,6,0
5223,150,55,6,0
5224,140,50,6,0
5225,134,53,6,1
5226,86,49,7,1
5227,92,54,8,5
5228,82,43,6,0
5229,84,50,7,1
5230,40,52,7,0
5231,-2,57,9,0
5232,86,57,8,6
5233,142,49,6,1
5234,52,56,7,0
5235,152,54,6,0
5236,92,50,6,0
5237,26,43,7,0
5238,38,51,7,0
5239,-26,45,9,0
5240,150,57,7,0
5241,98,55,6,1
5242,130,45,6,1
5243,102,55,7,0
5244,140,52,6,0
5245,142,57,7,1
5246,98,55,7,0
5247,90,51,7,5
5248,82,51,6,1
5249,84,44,5,0
5250,150,55,6,0
5251,82,45,6,0
5252,152,56,6,0
5253,48,54,7,0
5254,134,45,6,0
5255,102,57,8,0
5256,152,54,6,0
5257,136,52,6,0
5258,94,57,7,2
5259,94,55,7,1
5260,134,45,6,0
5261,96,56,7,0
5262,138,49,6,6
5263,100,56,6,0
5264,100,56,7,0
5265,152,54,6,0
5266,78,43,6,5
5267,88,50,7,0
5268,82,45,6,0
5269,56,62,8,0
5270,76,44,6,5
5271,-64,56,9,1
5272,152,56,6,0
5273,96,54,7,5
5274,88,50,7,0
5275,140,50,6,0
5276,78,45,7,1
5277,96,56,6,0
5278,-14,55,8,3
5279,136,44,5,0
5280,150,55,6,0
5281,-68,50,8,0
5282,86,51,6,0
5283,140,50,6,0
5284,-116,52,11,4
5285,102,55,7,0
5286,134,45,6,0
5287,-14,49,8,0
5288,50,63,8,0
5289,-10,51,7,1
5290,32,44,7,0
5291,138,49,6,6
5292,94,49,6,0
5293,146,49,6,0
5294,152,54,6,0
5295,138,53,7,0
5296,152,56,6,0
5297,148,56,6,5
5298,-54,57,10,0
5299,152,54,6,0
5300,-18,51,8,0
5301,86,51,7,0
5302,22,45,8,0
5303,98,55,7,5
5304,140,50,6,0
5305,134,45,6,0
5306,152,54,6,0
5307,30,45,7,0
5308,96,54,6,1
5309,136,44,5,0
5310,38,49,6,0
5311,100,54,7,0
5312,86,51,7,0
5313,32,52,8,1
5314,144,54,7,1
5315,136,50,6,1
5316,32,50,8,1
5317,28,44,7,0
5318,50,55,8,0
5319,138,51,5,0
5320,140,50,6,1
5321,26,45,8,1
5322,-62,57,9,0
5323,90,57,8,0
5324,94,49,6,0
5325,142,49,6,1
5326,146,55,5,5
5327,42,51,8,0
5328,128,44,5,2
5329,146,55,6,1
5330,78,45,7,1
5331,100,54,7,0
5332,136,52,5,5
5333,152,54,6,0
5334,136,50,6,1
5335,38,51,7,0
5336,138,51,6,0
5337,88,50,6,1
5338,134,45,6,0
5339,148,56,6,0
5340,98,57,8,0
5341,144,54,6,6
5342,86,45,7,0
5343,102,55,6,0
5344,136,44,5,0
5345,46,57,8,0
5346,-8,54,9,6
5347,134,45,6,0
5348,40,48,7,0
5349,38,49,7,0
5350,150,55,6,0
5351,136,50,6,1
5352,86,51,7,1
5353,136,44,5,0
5354,38,49,8,5
5355,146,49,6,0
5356,-10,55,9,0
5357,-20,52,9,2
5358,42,55,7,1
5359,136,44,5,0
5360,106,63,7,0
5361,136,52,6,2
5362,150,55,6,0
5363,22,45,8,3
5364,152,54,6,0
5365,40,60,9,0
5366,150,55,5,0
5367,90,51,7,1
5368,82,45,7,0
5369,104,54,7,0
5370,140,50,6,0
5371,134,45,6,0
5372,-2,57,10,0
5373,92,48,5,0
5374,94,57,8,7
5375,100,54,6,0
5376,136,50,5,5
5377,132,44,5,5
5378,100,54,7,0
5379,-18,51,7,6
5380,38,51,8,0
5381,30,45,7,0
5382,152,54,5,5
5383,140,50,6,0
5384,136,50,6,1
5385,140,52,6,0
5386,146,49,6,0
5387,148,56,6,0
5388,156,62,7,0
5389,86,51,6,5
5390,78,45,7,1
5391,148,56,6,0
5392,146,49,6,0
5393,86,49,7,6
5394,98,55,7,0
5395,132,44,5,5
5396,142,49,6,1
5397,98,55,7,0
5398,26,45,7,1
5399,98,55,6,1
5400,142,51,6,0
5401,84,44,6,0
5402,148,56,6,5
5403,38,57,9,0
5404,100,56,7,0
5405,36,48,5,1
5406,100,54,6,0
5407,26,45,7,0
5408,142,49,6,5
5409,150,55,6,0
5410,138,51,6,0
5411,90,51,7,0
5412,-16,50,9,0
5413,90,51,7,0
5414,136,44,5,0
5415,152,54,5,0
5416,134,45,6,0
5417,148,56,6,5
5418,152,54,6,0
5419,26,45,8,0
5420,-60,54,8,1
5421,134,45,6,0
5422,100,62,7,3
5423,142,51,6,0
5424,82,43,6,0
5425,82,45,7,1
5426,142,57,7,1
5427,42,49,8,0
5428,150,55,6,0
5429,144,58,7,0
5430,134,53,7,0
5431,42,57,9,1
5432,90,49,8,0
5433,-68,48,9,5
5434,152,54,6,0
5435,138,51,6,0
5436,88,52,7,0
5437,146,55,6,1
5438,32,52,8,1
5439,56,62,8,5
5440,84,52,7,4
5441,88,48,6,1
5442,146,57,7,0
5443,142,49,6,5
5444,150,57,7,0
5445,148,54,6,1
5446,80,44,6,1
5447,146,49,6,0
5448,146,49,6,0
5449,98,55,5,0
5450,28,44,7,0
5451,148,56,6,5
5452,-6,55,8,6
5453,136,52,6,0
5454,36,48,7,5
5455,100,54,6,0
5456,128,44,5,2
5457,52,62,8,0
5458,80,44,6,5
5459,98,55,7,0
5460,32,50,8,0
5461,88,52,6,0
5462,150,57,7,0
5463,-62,49,9,0
5464,100,56,6,0
5465,44,54,8,5
5466,140,50,6,0
5467,140,52,6,0
5468,90,49,7,5
5469,96,54,7,5
5470,146,59,7,0
5471,134,45,6,0
5472,98,55,6,0
5473,130,45,6,5
5474,100,54,6,0
5475,80,52,7,1
5476,96,54,8,0
5477,88,50,7,0
5478,28,44,7,0
5479,146,49,6,0
5480,88,48,6,5
5481,150,55,6,0
5482,38,51,7,0
5483,26,45,7,0
5484,96,54,6,1
5485,36,50,8,5
5486,88,50,7,0
5487,134,45,6,0
5488,44,56,6,0
5489,-6,55,8,0
5490,86,45,7,0
5491,36,54,7,1
5492,84,52,7,0
5493,146,49,6,5
5494,56,62,9,6
5495,-20,44,8,0
5496,96,54,6,5
5497,88,50,7,1
5498,36,50,8,0
5499,92,50,7,0
5500,132,44,5,1
5501,40,54,8,7
5502,132,44,5,1
5503,152,64,8,5
5504,142,49,6,1
5505,146,55,6,1
5506,136,44,5,0
5507,44,56,8,4
5508,90,55,6,2
5509,82,45,7,0
5510,150,55,6,5
5511,80,44,6,2
5512,144,56,6,1
5513,146,49,6,0
5514,34,55,8,3
5515,36,50,7,0
5516,136,44,5,0
5517,88,48,6,1
5518,100,54,7,3
5519,84,44,6,0
5520,84,48,6,3
5521,94,57,8,1
5522,146,57,7,1
5523,142,49,6,5
5524,98,55,6,0
5525,134,51,7,0
5526,134,45,6,0
5527,100,56,7,0
5528,138,49,6,6
5529,-4,56,8,0
5530,34,55,8,6
5531,136,50,6,1
5532,90,51,7,0
5533,28,44,6,0
5534,34,55,9,1
5535,32,44,7,0
5536,148,54,5,5
5537,-56,58,10,0
5538,140,52,6,0
5539,104,54,6,0
5540,-18,51,9,5
5541,132,44,5,1
5542,2,55,8,0
5543,134,45,6,0
5544,-62,49,9,0
5545,96,54,6,5
5546,80,44,6,5
5547,42,57,8,0
5548,148,54,6,1
5549,84,50,7,0
5550,134,45,6,0
5551,102,57,8,0
5552,42,57,9,0
5553,98,55,6,0
5554,78,43,6,1
5555,84,44,6,0
5556,96,54,7,1
5557,134,51,5,6
5558,78,45,6,0
5559,6,63,9,5
5560,134,45,6,0
5561,90,49,7,1
5562,98,57,8,2
5563,56,64,9,0
5564,152,54,6,6
5565,30,45,7,1
5566,152,54,6,0
5567,130,45,6,5
5568,150,55,6,0
5569,88,60,7,5
5570,50,55,7,0
5571,-26,45,8,5
5572,96,62,9,0
5573,138,51,6,5
5574,78,45,7,1
5575,38,47,7,0
5576,82,43,6,0
5577,34,53,8,0
5578,-16,54,9,1
5579,92,58,8,0
5580,80,44,5,1
5581,92,48,6,0
5582,44,56,8,1
5583,142,55,7,5
5584,136,44,5,0
5585,92,56,6,1
5586,38,55,7,1
5587,30,51,7,0
5588,34,53,7,0
5589,38,49,7,1
5590,146,49,6,5
5591,98,55,7,0
5592,36,52,7,0
5593,152,54,6,0
5594,134,45,6,0
5595,94,49,6,0
5596,152,54,6,0
5597,34,51,7,1
5598,26,45,7,0
5599,148,62,8,1
5600,28,50,7,1
5601,134,45,6,0
5602,36,48,6,6
5603,148,54,6,0
5604,40,50,8,0
5605,140,50,6,0
5606,82,51,5,7
5607,88,52,7,2
5608,100,62,7,1
5609,136,52,6,7
5610,92,48,6,5
5611,146,55,6,5
5612,-16,50,8,5
5613,138,51,6,0
5614,80,44,6,1
5615,150,55,6,0
5616,140,50,6,0
5617,86,53,8,0
5618,38,47,7,0
5619,-12,52,8,1
5620,148,54,6,1
5621,92,58,8,0
5622,136,44,5,0
5623,-56,56,10,0
5624,86,49,6,1
5625,90,49,7,5
5626,152,56,6,0
5627,150,55,5,0
5628,40,50,8,0
5629,128,44,5,2
5630,142,49,7,0
5631,104,56,7,0
5632,-6,55,9,0
5633,134,45,6,0
5634,146,55,6,1
5635,86,53,7,6
5636,142,49,6,5
5637,92,56,7,1
5638,148,54,6,1
5639,84,52,7,0
5640,50,55,7,0
5641,90,51,7,0
5642,134,45,6,0
5643,48,54,7,0
5644,-26,43,7,0
5645,134,45,6,0
5646,138,49,6,6
5647,152,54,6,0
5648,136,44,5,0
5649,94,49,7,0
5650,38,47,7,0
5651,82,45,7,0
5652,92,48,6,0
5653,46,55,5,0
5654,82,43,6,0
5655,84,52,7,1
5656,150,55,6,0
5657,84,50,6,5
5658,140,50,6,0
5659,78,45,7,2
5660,94,55,6,4
5661,86,51,6,0
5662,134,45,6,0
5663,-124,56,10,5
5664,94,49,7,0
5665,146,49,6,0
5666,98,57,7,5
5667,148,56,6,5
5668,86,49,7,1
5669,46,57,9,0
5670,102,55,7,0
5671,78,45,7,1
5672,150,57,7,0
5673,50,55,8,0
5674,136,44,5,0
5675,144,56,6,1
5676,156,62,7,0
5677,130,45,5,1
5678,86,49,8,1
5679,40,48,5,0
5680,98,55,7,0
5681,140,50,6,0
5682,28,44,7,0
5683,152,56,6,0
5684,44,54,8,5
5685,86,45,7,0
5686,154,55,6,5
5687,134,51,5,5
5688,40,58,9,0
5689,134,51,5,5
5690,88,52,7,0
5691,94,57,8,6
5692,96,54,7,1
5693,130,45,6,5
5694,88,48,6,1
5695,144,54,6,6
5696,140,52,6,0
5697,146,49,6,0
5698,98,57,7,0
5699,40,56,8,9
5700,150,55,6,0
5701,84,44,6,0
5702,146,49,6,0
5703,96,56,6,5
5704,152,62,7,1
5705,90,51,6,0
5706,138,51,6,0
5707,134,45,6,0
5708,150,55,6,0
5709,-22,53,8,0
5710,40,54,7,1
5711,86,45,6,0
5712,46,55,8,0
5713,134,45,6,0
5714,-6,57,10,5
5715,92,54,8,0
5716,92,50,6,0
5717,-20,50,8,2
5718,26,51,8,4
5719,136,50,6,1
5720,140,50,6,0
5721,106,67,9,0
5722,86,51,7,5
5723,82,45,7,0
5724,-12,54,8,1
5725,140,50,6,0
5726,82,43,6,0
5727,88,52,7,5
5728,44,54,7,5
5729,38,51,8,0
5730,82,45,7,0
5731,150,55,6,5
5732,26,45,8,0
5733,138,49,6,6
5734,146,49,6,0
5735,48,54,8,0
5736,82,45,7,0
5737,150,57,7,0
5738,-6,55,8,0
5739,38,51,8,0
5740,34,45,7,0
5741,48,54,8,4
5742,138,51,6,0
5743,136,44,5,0
5744,36,48,7,0
5745,152,54,6,0
5746,84,50,7,1
5747,28,42,6,0
5748,-14,51,8,0
5749,130,45,6,1
5750,100,54,7,0
5751,-20,50,9,1
5752,92,50,7,0
5753,32,44,6,0
5754,46,55,8,0
5755,130,51,6,6
5756,86,53,8,0
5757,92,54,7,2
5758,36,50,7,0
5759,136,50,5,5
5760,80,44,6,1
5761,94,49,7,0
5762,96,56,7,5
5763,38,49,7,0
5764,148,56,6,5
5765,138,49,6,6
5766,92,48,6,0
5767,102,55,6,0
5768,88,52,5,0
5769,102,55,7,0
5770,82,45,7,0
5771,100,62,8,0
5772,34,51,7,0
5773,136,44,5,0
5774,154,55,6,0
5775,140,52,5,1
5776,142,49,6,1
5777,142,49,6,1
5778,-48,62,11,0
5779,90,51,7,0
5780,40,50,8,0
5781,36,50,7,0
5782,84,50,7,1
5783,28,44,6,0
5784,-54,55,8,0
5785,86,45,6,0
5786,102,55,6,0
5787,90,51,7,0
5788,80,44,6,1
5789,152,54,6,0
5790,42,61,9,0
5791,108,62,8,0
5792,140,50,6,0
5793,128,44,5,2
5794,48,64,9,5
5795,106,63,8,0
5796,94,51,7,0
5797,136,50,7,0
5798,-12,58,9,1
5799,74,45,6,3
5800,152,54,6,0
5801,84,52,7,0
5802,144,56,7,0
5803,138,49,6,6
5804,94,57,8,0
5805,152,56,6,0
5806,40,56,8,1
5807,100,54,7,0
5808,88,50,6,0
5809,138,51,5,0
5810,-12,50,8,0
5811,82,45,7,0
5812,44,64,9,1
5813,148,54,6,1
5814,132,44,5,5
5815,84,48,6,4
5816,50,55,7,0
5817,82,45,7,0
5818,98,55,7,0
5819,140,50,6,0
5820,82,45,7,0
5821,152,54,6,0
5822,30,51,6,0
5823,-68,50,10,0
5824,80,44,6,0
5825,98,55,6,1
5826,130,45,6,1
5827,96,56,6,1
5828,98,55,7,0
5829,140,50,6,0
5830,26,45,7,1
5831,42,57,9,0
5832,150,55,6,0
5833,34,51,7,5
5834,76,44,6,1
5835,96,54,7,0
5836,88,52,5,0
5837,152,54,6,0
5838,78,45,6,1
5839,148,54,7,0
5840,30,45,8,0
5841,150,57,7,0
5842,94,49,7,2
5843,154,55,6,0
5844,84,44,5,0
5845,92,48,6,0
5846,86,49,7,2
5847,98,55,6,0
5848,134,45,6,0
5849,90,57,8,5
5850,36,48,6,1
5851,96,56,7,1
5852,102,55,6,0
5853,38,51,8,2
5854,134,51,6,5
5855,80,44,6,1
5856,152,54,6,0
5857,140,50,6,0
5858,136,52,5,0
5859,44,54,7,0
5860,136,44,5,0
5861,146,57,7,5
5862,-14,49,8,5
5863,100,62,8,2
5864,84,50,7,1
5865,-172,50,11,10
5866,30,45,7,0
5867,146,55,6,1
5868,90,51,6,0
5869,34,45,7,0
5870,98,55,7,0
5871,136,44,5,0
5872,96,56,7,0
5873,100,56,7,0
5874,42,55,8,0
5875,86,53,7,0
5876,90,49,7,0
5877,58,63,9,0
5878,128,44,5,2
5879,150,55,6,0
5880,78,45,7,5
5881,100,56,7,0
5882,42,49,7,0
5883,84,54,10,0
5884,80,44,6,5
5885,46,57,9,0
5886,96,54,7,5
5887,134,45,6,0
5888,42,55,7,5
5889,140,52,6,0
5890,104,54,6,0
5891,140,50,6,0
5892,84,50,6,1
5893,140,50,6,0
5894,134,45,6,0
5895,108,62,8,0
5896,140,50,6,0
5897,66,45,9,2
5898,102,55,7,0
5899,134,45,6,0
5900,84,48,6,2
5901,152,62,7,5
5902,92,50,7,0
5903,84,50,6,0
5904,-80,42,8,3
5905,32,52,7,1
5906,96,54,7,1
5907,90,51,7,0
5908,140,52,6,0
5909,92,56,8,0
5910,150,57,7,0
5911,48,54,8,2
5912,88,50,7,0
5913,140,50,6,0
5914,-16,50,7,0
5915,134,45,6,0
5916,90,55,7,9
5917,136,50,6,1
5918,136,44,5,0
5919,152,54,6,0
5920,140,50,6,0
5921,76,44,6,2
5922,150,55,6,0
5923,84,50,6,1
5924,80,52,7,0
5925,150,57,7,5
5926,146,57,7,0
5927,150,55,6,0
5928,134,45,6,0
5929,94,49,7,0
5930,96,54,7,5
5931,78,45,7,6
5932,152,54,6,0
5933,36,52,7,5
5934,90,57,7,0
5935,148,54,6,1
5936,82,51,6,0
5937,138,51,6,5
5938,142,51,6,0
5939,134,45,6,0
5940,100,54,6,0
5941,144,50,6,0
5942,86,45,7,0
5943,98,55,7,0
5944,132,44,5,1
5945,152,54,6,0
5946,24,44,6,0
5947,50,55,8,0
5948,88,50,7,0
5949,84,50,7,0
5950,-28,44,8,3
5951,64,70,9,1
5952,-12,52,9,1
5953,52,56,8,0
5954,152,54,6,0
5955,138,51,6,0
5956,134,45,6,0
5957,44,54,6,5
5958,90,53,8,0
5959,50,55,8,0
5960,140,50,5,0
5961,132,50,6,2
5962,134,45,6,0
5963,150,55,6,0
5964,92,52,7,0
5965,6,63,10,1
5966,74,45,7,7
5967,-14,49,8,0
5968,48,54,7,0
5969,82,45,6,1
5970,146,55,7,5
5971,84,44,5,0
5972,152,54,6,0
5973,78,45,7,1
5974,100,54,7,0
5975,138,51,6,0
5976,136,44,5,0
5977,108,62,7,0
5978,22,43,5,5
5979,26,45,7,1
5980,94,55,7,5
5981,40,52,8,0
5982,150,55,6,5
5983,140,52,6,0
5984,100,54,6,4
5985,134,45,6,0
5986,-12,48,6,0
5987,96,56,7,0
5988,42,55,7,5
5989,30,45,8,0
5990,86,49,6,5
5991,152,54,6,0
5992,140,52,6,0
5993,-56,56,9,1
5994,98,57,7,1
5995,100,54,7,0
5996,-26,43,8,0
5997,-6,61,10,0
5998,92,56,6,1
5999,42,55,9,0
6000,134,51,5,5
6001,82,43,6,0
6002,136,44,5,0
6003,48,56,7,0
6004,96,54,7,1
6005,140,50,6,0
6006,90,51,7,0
6007,134,45,6,0
6008,104,62,7,0
6009,30,45,8,0
6010,148,54,6,1
6011,-34,43,6,1
6012,138,51,6,5
6013,90,51,6,0
6014,78,45,7,0
6015,48,54,8,1
6016,130,53,7,8
6017,-68,54,9,1
6018,134,45,6,0
6019,150,55,6,0
6020,24,44,7,1
6021,90,49,6,0
6022,44,56,8,10
6023,148,56,6,0
6024,52,62,8,6
6025,128,44,5,2
6026,94,57,8,5
6027,38,49,7,0
6028,94,55,7,3
6029,82,45,6,0
6030,100,54,7,1
6031,92,50,7,0
6032,90,51,7,0
6033,134,45,6,0
6034,146,49,6,0
6035,142,49,6,5
6036,148,56,6,0
6037,0,56,7,0
6038,90,49,6,0
6039,100,54,7,0
6040,40,58,9,1
6041,42,51,8,0
6042,144,58,7,3
6043,86,45,6,0
6044,96,56,7,0
6045,-6,55,9,1
6046,134,45,6,0
6047,54,63,8,5
6048,-24,42,7,0
6049,134,53,7,0
6050,4,62,8,0
6051,138,51,6,0
6052,26,45,8,1
6053,98,57,8,0
6054,104,62,7,5
6055,136,44,5,0
6056,102,55,7,0
6057,96,60,8,1
6058,152,54,6,0
6059,96,58,8,0
6060,86,45,7,0
6061,148,56,6,0
6062,-14,49,7,5
6063,98,57,6,0
6064,94,49,7,0
6065,142,55,7,1
6066,-20,52,8,0
6067,-4,54,6,0
6068,80,44,6,0
6069,148,56,6,5
6070,-114,49,10,0
6071,98,55,6,0
6072,40,60,9,4
6073,-56,54,10,0
6074,-22,53,8,2
6075,152,54,6,0
6076,90,53,7,0
6077,152,54,6,5
6078,134,45,5,0
6079,152,56,6,0
6080,36,48,8,0
6081,150,55,5,0
6082,132,44,5,1
6083,52,54,7,0
6084,84,44,6,0
6085,48,54,8,0
6086,134,45,6,0
6087,100,56,6,5
6088,98,55,6,0
6089,130,45,6,5
6090,156,62,7,1
6091,134,45,6,0
6092,56,62,8,0
6093,86,51,7,0
6094,136,50,6,0
6095,88,50,7,0
6096,130,45,6,5
6097,-6,55,9,0
6098,128,44,5,2
6099,94,55,7,0
6100,138,51,6,0
6101,92,60,6,0
6102,148,54,6,1
6103,136,44,5,0
6104,142,49,6,1
6105,100,56,7,0
6106,-58,57,10,8
6107,46,55,8,0
6108,138,51,6,0
6109,132,44,5,1
6110,92,48,6,0
6111,-70,47,8,1
6112,-6,59,10,2
6113,140,50,6,0
6114,84,50,7,0
6115,136,52,6,0
6116,100,54,7,0
6117,138,51,5,0
6118,140,50,6,0
6119,82,45,6,0
6120,144,56,6,6
6121,104,54,7,0
6122,134,45,5,0
6123,152,56,6,0
6124,52,56,7,0
6125,-22,47,7,2
6126,90,51,7,0
6127,144,50,6,0
6128,136,44,5,0
6129,150,55,6,0
6130,36,50,7,0
6131,134,45,6,0
6132,98,55,7,0
6133,30,43,6,0
6134,136,44,5,0
6135,48,56,8,5
6136,92,48,6,2
6137,100,54,7,5
6138,36,50,8,0
6139,140,50,6,0
6140,82,45,6,0
6141,-104,72,12,2
6142,-18,49,8,1
6143,-14,55,8,1
6144,82,53,8,0
6145,156,62,7,0
6146,140,50,6,0
6147,140,50,6,0
6148,138,51,5,0
6149,134,45,6,5
6150,100,54,7,0
6151,140,50,6,0
6152,84,52,7,2
6153,150,55,6,0
6154,136,52,5,5
6155,46,55,8,0
6156,132,44,5,1
6157,-16,48,5,5
6158,100,54,7,0
6159,78,45,7,0
6160,146,55,7,0
6161,136,52,6,2
6162,152,54,6,0
